rank,oracle_call,score,smiles
49,27029,0.455420,O=C(N[C@H](Cc1ccc2c(c1)OCO2)C(=O)N[C@H](C(=O)O)C1CCCCC1)c1ccco1
50,12913,0.455200,CCOC(=O)[C@@H]1CCCCN1Cc1c(C)[nH]c2ccccc12
51,22485,0.454859,Cc1ccccc1N(C(=O)[C@H]1CC[C@H](C(=O)O)C1)[C@@H](C(=O)NC[C@H]1CCCO1)c1ccc(N(C)C)cc1
52,18362,0.453163,CCCCn1c(NC(=O)C2CCCCC2)nc2ccccc21
53,8917,0.452911,CC[C@H](C(=O)NC1CCCCCC1)n1nc(C)n2c(C)ccc2c1=O
54,13107,0.452679,CC(C)(C)NC(=O)COC(=O)c1cc(C2CCCCC2)nc2ccccc12
55,16126,0.452465,C[C@H](NC(=O)c1ccc(=O)n(Cc2ccc(F)cc2)c1)C(=O)NC1CCCCC1
56,34447,0.452084,CN(C)C[C@H](C(=O)NC1CCCCC1)N(Cc1cccs1)C(=O)CNC(=O)c1ccccc1
57,11481,0.451913,COc1ccccc1CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCCN1S(=O)(=O)c1ccc(F)cc1
58,3847,0.451154,CC(=O)c1c(C)n(CC(=O)NC2CCCCC2)c2ccccc12
59,5559,0.450988,Cc1cc(OCC(=O)N2CCC[C@@H]2C(=O)O)c2c(C)c(C)c(=O)oc2c1
60,15746,0.450835,COc1ccc2nc(C(=O)O)nc(SCC(=O)NCC3CCCCC3)c2c1
61,27513,0.450835,COCCn1c(S[C@@H](C)C(=O)NC2CCCCC2)nc2ccccc2c1=O
62,30967,0.450694,Cc1ccc(C(=O)[C@@H](OC(=O)CNC(=O)C2CCCCC2)c2ccccc2)cc1
63,15207,0.450564,CC(C)[C@@H](NC(=O)OCc1ccccc1)C(=O)NCc1ccc(OC2CCCC2)cc1
64,19292,0.449171,CCOC(=O)C/[S+]=c1\nc2ccccc2c([O-])n1C1CCCC1
65,23574,0.449089,CCOC(=O)[C@@H](NC(=O)CC)n1ccc(O)c(Cc2ccccc2)c1=O
66,35765,0.448944,CCOc1ccc(N(CC(=O)NC2CCCCC2)S(=O)(=O)c2c(C)noc2C)cc1
67,37227,0.448879,Cc1c(NC(=O)CCCCCNC(=O)[C@H]2CCCC[C@H]2O)c(=O)n(-c2ccccc2)n1C
68,15818,0.448712,COCCN(C(=O)CCC(=O)Nc1ccc(OC)cc1OC)[C@H](C(=O)NC1CCCCC1)c1ccccc1
69,10097,0.447214,CCOC(=O)N1CC=C(/C=C/C(=O)c2cccc3ccccc23)C[C@H]1C(=O)O
70,21087,0.447214,C[C@H](NC(=O)c1ccc(CS(=O)(=O)c2cccs2)o1)C(=O)NC1CCCCC1
71,21821,0.447214,CCOC(=O)C1CCN(C(=O)CCn2c(=O)c3sccc3n(CC(=O)NC3CCN(C(=O)OCC)CC3)c2=O)CC1
72,23340,0.447214,O=C(NCC(=O)N1CCC[C@@H]1C(=O)O)c1cc2cc(Cl)ccc2[nH]1
73,25031,0.447214,COc1cc(C(=O)O[C@@H](C)C(=O)NC(=O)NC2CCCCC2)cc(CN2C(=O)c3ccccc3C2=O)c1OC
74,36987,0.447214,CCOC(=O)N1CCC(NC(=O)CSCc2nc(/C(C)=C/c3ccccc3)oc2C)CC1
75,9607,0.445823,CCOC(=O)[C@@H](Cc1ccc2c(c1)OCO2)NC(=O)C(=O)c1cnc(N2CCCCC2)c(C#N)c1/C=[C-]/CC/C=C\[O-].[H+].[H+]
76,21896,0.445503,CCOC(=O)C1(CC2CC2)CCN(C(=O)[C@H](Cc2ccccc2)n2cccc2)CC1
77,1547,0.445435,CCOC(=O)N1CCC(NC(=O)c2ccccc2NC(=O)c2cccs2)CC1
78,8736,0.445435,COCCN(C(=O)c1csnn1)[C@@H](C(=O)NC1CCCCC1)c1sccc1C
79,12187,0.445435,CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)CCN1CCCCCC1
80,26823,0.445362,COc1cccc(-c2cccc(NC(=O)[C@@H]3CCCC[C@H]3C(=O)O)c2)c1
81,5457,0.443813,COc1cc(C(=O)OCC(=O)N2CCCC[C@H]2C)cc(NC(=O)c2cccs2)c1OC
82,4801,0.443678,CCCCCc1nnc(S[C@H](CC)C(=O)NC2CCCC2)n1-c1ccccc1
83,19118,0.443678,CCOC(=O)c1c(NC(=O)[C@H](CC)Sc2nnc(C)s2)sc2c1CC[C@@H](CC)C2
84,9450,0.443533,CCN(CC(=O)NC1CCCC1)C(=O)COc1ccc2ccccc2c1
85,21576,0.443375,CCOC(=O)C(=Cc1cn(CC(=O)O)c2ccccc12)C(=O)OCC
86,29993,0.443375,O=C(COC(=O)c1ccc2c(=O)cc[nH]c2c1)NC1CCCCC1
87,23969,0.443203,O=C(O)[C@H]1CCCC[C@H]1C(=O)Nc1ccc2ccccc2n1
88,24580,0.442141,COCCNC(=O)CCCn1c(=O)[nH]c2cc(C(=O)NC3CCCCC3)ccc2c1=O
89,24845,0.442141,COCCCN(CC(C)C)c1nc2c(C)cccc2n1CC(=O)NC1CCCCCC1
90,33932,0.442141,CCOC(=O)[C@H]1CCCN(c2nc3ccccc3nc2[C@H](C#N)C(=O)OCCOC)C1
91,26786,0.441942,CCOC(=O)[C@H]1CCCN(C(=O)CSCc2nc(-c3ccccc3C)oc2C)C1
92,34723,0.441942,Cc1nn(C)c(C(=O)N[C@H](Cc2ccccc2)C(=O)NC2CCCCCC2)c1Cl
93,554,0.441726,CCOC(=O)[C@@H]1CCCN(C(=O)/C(O)=C(\C#N)c2nc3ccccc3[nH]2)C1
94,11625,0.441726,CCN(CC)C(=O)COC(=O)c1ccc2c(=O)n3c(nc2c1)CCCCC3
95,20825,0.441726,CCOC(=O)[C@H]1CCCN(S(=O)(=O)CCC(=O)c2cc3ccccc3[nH]2)C1
96,21277,0.441726,COc1cc2[nH]c(=O)n(CCC(=O)NC3CCCCC3)c(=O)c2cc1OC
97,572,0.441492,CCOC(=O)N1CCC(NC(=O)c2oc3c(F)cccc3c2C)CC1
98,16360,0.441492,CC(=O)c1c(C)[nH]c(C(=O)CSc2nnnn2C2CCCCC2)c1C
99,2014,0.440488,C[C@H](CC1CCCCC1)NC(=O)c1cccc(NC(=O)N2c3ccccc3C[C@H]2C)c1
100,9458,0.439435,C[C@@H](OC(=O)OC1CCCCC1)OC(=O)/C(=C\CS(=O)(=O)Cc1ccccc1)NC(=O)c1cccs1
