rank,oracle_call,score,smiles
63,4365,0.391441,CCOc1cc(S(=O)(=O)N2Cc3ccccc3C[C@@H]2C(=O)O)ccc1F
64,3071,0.390732,CCC[C@H](NC(=O)c1ccc(OC(F)F)c(OC)c1)[C@@H](C(=O)O)c1ccccc1
65,4603,0.390095,CN(C)C1(CNC(=O)COc2ccc(C(=O)c3ccccc3)cc2CO)CCCCC1
66,901,0.389872,Cc1cc(C(=O)N[C@@H](C)C(=O)NC[C@@H]2CCCO2)c2cccc(Br)c2n1
67,1389,0.389872,C[C@@H](NC(=O)NC1CCCCC1)c1ccc2c(c1)Cc1ccccc1-2
68,2719,0.389872,Cc1ccc2nc(N3CCC(C(=O)NC4CCCCC4)CC3)sc2c1
69,601,0.389597,CCOC(=O)c1nnn(-c2nonc2N)c1C(=O)OCC
70,3771,0.389518,CCOc1ccc(S(=O)(=O)N2CCOCC2)cc1C(=O)NCCCc1ccc(OC(C)C)cc1
71,648,0.389249,CCCNC(=O)c1ccccc1NC(=O)c1ccccc1SCC(=O)NC(C)C
72,1154,0.389249,COc1ccc(CC(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)O)c(OC)c1
73,1031,0.387298,O=C(CCC1CCCCC1)Nc1nc(-c2ccccc2Cl)ns1
74,3503,0.387298,Nc1nnnn1CC(=O)N/N=C\c1cc(C2CCCCC2)n[nH]1
75,463,0.386334,COc1ccc(-c2nc(C[S@+]([O-])CC(=O)N[C@@H]3CCC[C@@H](C)[C@H]3C)c(C)o2)cc1O
76,2333,0.385695,COC(=O)c1sc(C(C)C)cc1NC(=O)Cn1cccc1C(=O)OC
77,2793,0.385276,C[C@@H]1CCCCN1CCNC(=O)Cc1ccc(Oc2ncccn2)cc1
78,240,0.385210,[H]/[O+]=C(/C[CH2-])O[C@H](C[CH+]C[CH-]CNC(=O)CCOc1ccc2c3c(c(=O)oc2c1C)CCCC3)CC(=O)O
79,2077,0.385210,COc1cc(/C=N/NC(=O)c2ccc(C(=O)OCC(=O)NC(C)C)cc2)ccc1OC(=O)N1CCOCC1
80,2740,0.384900,CCOC(=O)Cn1nc(CC)c2ccccc2c1=O
81,1962,0.384111,CCOC(=O)Cn1c(CN2CCOCC2)nc2ccccc2c1=O
82,1363,0.383482,COc1ccccc1[C@H](CC(=O)N1CCOCC1)c1ccc(O[C@H](C)C(=O)O)cc1
83,126,0.382821,CCC[C@H](C)c1nnc(NC(=O)C[C@H](C)c2ccccc2)s1
84,2848,0.382821,Cc1c(C(=O)C(=O)NC[C@H]2CCCO2)c2ccccc2n1C
85,508,0.382546,CCOC(=O)N1CCN(S(=O)(=O)c2cccc3ccc(C)nc23)CC1
86,822,0.382546,O=C(NCCCC(=O)N1CCCCC1)c1cccc2ccccc12
87,4707,0.382546,Nc1nnnn1CC(=O)NC1CCCCC1.[H+].[H]/[C-]=C/c1cccs1
88,1398,0.382301,COCCCNC(=O)CN(C)C(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(C)=O
89,3619,0.382301,CCOC(=O)c1ccc2ncc(C(=O)OCC)c(NCCN(CC)CC)c2c1
90,1067,0.382080,O=C(/C=C/c1ccc(F)cc1)NC(=S)Nc1ccccc1C(=O)NC1CCCCC1
91,2444,0.382080,COc1ccccc1OCC(=O)NC[C@H]1CCCN(C(=O)c2ccccc2SC)C1
92,4219,0.381881,CCO[C@H]1OC(C(=O)N2CCN(C)CC2)=C[C@@H](c2coc3ccccc3c2=O)[C@@H]1CCCO
93,1708,0.381181,CCC(=O)N1CCC[C@H](C(=O)c2ccc3ccccc3c2)C1
94,2490,0.380693,CC[C@H]1C=C[C@H](C(=O)N[C@H](C)c2ccccc2)N(Cc2ccc(C(=O)OC)cc2)C1=O
95,4441,0.380693,COc1cc(C(=O)NCC(=O)OCC(=O)N2CCc3ccccc32)cc(OC)c1OC
96,2094,0.379663,C[C@H](NC(=O)c1ccc2nc[nH]c2c1)C(=O)NC1CC1
97,3691,0.379393,COc1ccc(C(=O)NC2CCN(CC(=O)Nc3nccs3)CC2)cc1OC
98,703,0.379257,CC(C)[C@@H](NC(=O)N1CC(=O)Nc2ccccc21)C(=O)OCC(=O)Nc1ccccc1C(F)(F)F
99,599,0.377964,O=C(O)CCCC[C@@H](NC(=O)CCc1cccc2ccccc12)C(=O)O
100,618,0.377964,CCCCn1c(SCC(=O)N2CCCC2)nc2cc(S(N)(=O)=O)ccc21
