rank,oracle_call,score,smiles
50,4544,0.771048,CCn1c(SCC(=O)c2c(N)n(C)c(=O)n(C)c2=O)nnc1-c1ccccc1OC
51,11073,0.771002,Cc1ccc(N2C(=O)C[C@H](N3CCN(CC(=O)Nc4ccc(C(N)=O)cc4)CC3)C2=O)cc1N(C)C
52,7927,0.770779,COc1ccc(NC(=O)c2ccccn2)cc1S(=O)(=O)N1CCOCC1
53,9902,0.770319,COCCn1/c(=N/C(=O)CSCC(=O)NCC(=O)O)sc2cc(OC)ccc21
54,1028,0.770140,C[C@@H](NS(=O)(=O)c1ccc(OCC(=O)NCCCN2CCOCC2)cc1)c1ccncc1
55,10914,0.769556,O=C(Cn1c(=O)n(CCO)c2cnc(-c3ccccc3)nc21)NC1CC1
56,12018,0.769326,Cc1cccc2c1NC(=O)CCn1c([O-])c3ccccc3c1[O+]1[OH+][C@@]21[O-]
57,10027,0.768819,CO[c-]1[cH+][cH-][cH+][cH-][c+]1N([C-]([O-])CN1[C+]([O-])CO[C+](C)[C+]1[O-])C([C+]([O-])NC1CCCC1)[c+]1[cH+][n-][cH-][cH+][cH-]1
58,2046,0.768178,Cn1c(=O)c2c(S[C@@H](Cc3ccccc3)C(=O)NO)ncnc2n(C)c1=O
59,7017,0.767884,COCCn1c(N)c(C(=S)NC(=O)CN2CCN(c3ccc(F)cc3)CC2)c(=O)[nH]c1=O
60,12245,0.767884,O=C(C/[S+]=c1\nccc([O-])n1NC(=O)Cc1ccccc1)N/N=C\c1cccc(O)c1
61,11975,0.767630,COc1ccccc1/C=N/NC(=O)CNC(=O)c1cccc(S(=O)(=O)N(C)C)c1
62,8262,0.767350,O=C(Cn1nnc2ccccc2c1=O)N[C@H](C(=O)O)c1ccccc1
63,4873,0.767274,O=C(Cn1nc(Cc2ccncc2)c2ccccc2c1=O)N1CCN(c2ncccn2)CC1
64,10724,0.766790,O=C1CN(Cc2ccccc2)CCN[S@](=O)([O-])=C=Cc2ccccc2N=C=c2c(-c3ccccc3)cs/c2=[NH+]\1
65,12232,0.766656,NS(=O)(=O)c1ccc(N2C[C@@H](C(=O)OCC(=O)n3ccc4ccccc43)CC2=O)cc1
66,7450,0.766618,CCN(CC)CCNC(=O)C(=O)NC[C@H]1OCCN1S(=O)(=O)c1cccc2cccnc12
67,12287,0.766618,NS(=O)(=O)c1ccc(NC(=O)COC(=O)[C@@H]2CC(=O)N(c3ccc4c(c3)OCO4)C2)cc1
68,10055,0.766293,O=C(CNNC(=O)c1[c-]c2nn[s+][c-]2cc1)Nc1ccccc1[N+](=O)[O-].[H+]
69,3042,0.766286,COc1ccc(OC)c(N(CC(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)S(C)(=O)=O)c1
70,8154,0.765981,CN(CC(=O)N/[C-]=C/C(=O)N(C#[O+])Nc1ccccn1)C(=O)CCc1ccccc1
71,8543,0.765956,CCn1c(=O)n(CC(=O)N2CCC(C(N)=O)CC2)c(=O)c2ccccc21
72,10843,0.765956,O=C(CN(Cc1ccco1)S(=O)(=O)c1ccccc1)Nn1cnnc1
73,4728,0.765911,COCCNC(=O)NC(=O)COC(=O)c1cc(C)nc2ccccc12
74,4980,0.765458,CN(C)[C@@H](CNC(=O)C/N=C(\[O-])c1ccc([N+](=O)[O-])cc1C#[O+])c1ccco1
75,8035,0.765362,COCCN[C-]([O-])C[SH+][C+]([CH-]N[c+]1[cH-][cH+][cH-][cH+][cH-]1)[C+]([O-])N[N-][CH+][c+]1[cH-][cH+][c-](O)[c+](OC)[cH-]1
76,3449,0.765057,O=C(Cn1nc(C(=O)O)c2ccccc2c1=O)NCc1ccco1
77,11970,0.765005,O=C(NNC(=O)c1cc2ccccc2oc1=O)c1ccco1
78,604,0.764926,COc1ccc(OC)c(/C=N\NC(=O)CNC(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)c1
79,4505,0.764765,[O-][C+](O[c-]1[cH+][cH-][c+](-[c-]2[cH+][cH+][n-][n-][c+]2[O-])[cH-][cH+]1)[c+]1[cH-][cH+][cH-]o1
80,12199,0.764614,CO[c-]1[cH+][cH-][c+]([CH+]n2[n-][cH+][cH+][cH-][c+]2[O-])[cH-][c+]1OC[C-](N)[O-]
81,2151,0.764574,Cn1c(=O)c2c(ncn2CC(=O)Nc2ccc3c(c2)OCO3)n(C)c1=O
82,2252,0.764574,COc1ccccc1NC(=O)CO/C([O-])=C(C#N)/C=N/C=C/C=C=[O+]C
83,4176,0.764574,COc1ccc(S(=O)(=O)Nc2cccnc2)cc1N(CC(=O)O)S(C)(=O)=O
84,4239,0.764574,COc1ccccc1OCC(=O)OCC(=O)c1c(N)n(C)c(=O)n(C)c1=O
85,6831,0.764117,O=C1NC(=O)N(c2cccc3cccnc23)C(=O)/C1=C\NN1CCOCC1
86,9206,0.764117,Cn1c(=O)c2c(ncn2CC(=O)N/N=C2\C(=O)Nc3ccccc32)n(C)c1=O
87,9475,0.764117,[CH2+]N1[C-]([O-])[CH+][CH-][CH+][C-]1C([CH+][N-][S+2]([O-])([O-])[c+]1[cH-][c+](C)[cH-][cH+][c-]1OC)[C+]([O-])NC[c+]1[cH-][cH+][n-][cH+][cH-]1
88,3400,0.764085,COc1ccccc1NC(=O)C(=O)NNC(=O)COc1ccc(Cl)cc1
89,7149,0.763812,Cn1[n-][cH+][c-](N([O-])[O-])[c+]1[C+]([O-])N[c-]1[cH+][cH-][cH+][c+]2[n-][n-][c+]([CH-][C+]3[CH+][CH+][CH-]S3)[cH-][c+]21
90,473,0.763683,C[C-]([O-])[c+]1[cH+][c-](C)[c+]2[cH-][c+](OC3OC(CO)C(O)C(O)C3O)[c-]3[cH+][cH-][cH+][cH-][c+]3[c-]2o1
91,10272,0.763127,O=C(CSc1ncccn1)NNC(=O)c1ccccc1O
92,5328,0.763071,Nn1cc(-c2ccccc2)nc1SCC(=O)Nc1cccc(S(N)(=O)=O)c1
93,8531,0.763071,Nn1cc(-c2ccccc2)nc1SCC(=O)Nc1ccc(S(N)(=O)=O)cc1
94,9600,0.762881,[O-][C+]([C][CH+][c-]1[cH+]n([C-]([O-])[CH+][CH+][c-]2[cH+][cH-][cH+]o2)[n-][c+]1-[c-]1[cH+][cH-][cH+]s1)NC(CO)C(O)C(O)CO
95,1931,0.762251,COc1ccc(CCNC(=O)c2c(N)n(C)c(=O)n(C)c2=O)c(OC)c1
96,3336,0.762251,C[CH-]N[c+]1[n-][c+](C(C)O[C+]([O-])[c+]2[cH-][cH+][c+]3[n-]o[n-][c+]3[cH-]2)[n-]n1[C+](C)[O-]
97,9007,0.762251,COc1cccc([C@H]2C(C(N)=O)=C(C)Nc3nc(CCCO)nn32)c1
98,9673,0.762033,O=C(NCc1ccco1)C(=O)NC[C@@H](c1ccco1)N1CCOCC1
99,10719,0.761656,COc1c2c(cc3c1=C([O-])[C@](C(=O)NC1=[S+]/C(=[S+]/C)N=N1)(c1ccccc1)C3)=CC=C([O-])O2
100,8722,0.761530,NS(=O)(=O)c1ccc(CCNC(=O)COC(=O)CNC(=O)c2cccc3ccccc23)cc1
