rank,oracle_call,score,smiles
39,2846,0.408248,O=C(Cc1cc(=O)n2ccsc2n1)NC1CCCC1
40,3890,0.408248,CCOC(=O)c1c(NC(=O)/C=C/C(=O)O)sc(C)c1-c1ccccc1
41,1642,0.406994,COc1cccc(C[C@H](NC(C)=O)C(=O)NC2CCN(C(=O)[C@@H]3CC(=O)N(c4ccc5c(c4)OCO5)C3)CC2)c1OC
42,715,0.406469,O=C(O)Cn1c(-c2ccc(C3CCCCC3)cc2)n[nH]c1=S
43,4662,0.405442,CCCS(=O)(=O)N1CCC[C@H](C(=O)NC[C@H](NC(=O)CNc2cccc(C)c2)c2ccccc2)C1
44,295,0.405190,CCOc1ccccc1CN(C)C(=O)C1CCN(C(=O)Nc2ccc(Cl)cc2)CC1
45,2657,0.403882,CCOC(=O)c1c(S(=O)(=O)NCC(=O)N2CCN(c3ccc(OC)cc3)CC2)c(C)n(C)c1C
46,4128,0.403687,Cc1ccccc1NC(=O)N[C@H](CCN(C)C)C(=O)N[C@H](Cc1ccccc1)C(=O)O
47,3962,0.403473,O=C(NCc1ccncc1)/C(=C\c1cccnc1)NC(=O)C1CCCCC1
48,4453,0.403239,O=C(CC(=O)c1ccc(C2CCCCC2)cc1)Nc1cccnc1Cl
49,2918,0.402694,CCOC(=O)c1c(NC(=O)CC)sc2c(OC)cccc12
50,4721,0.401918,CCO[C@H](CNC(=O)C1CCN(S(=O)(=O)c2cnc[nH]2)CC1)c1ccccc1
51,1157,0.401610,Cn1c(CNC(=O)NC2CCCCC2)nnc1SCc1ccccc1
52,2055,0.401610,CCOc1ccc(C(=O)[C@@H]2CCCN(C(=O)c3ccnn3C)C2)cc1Cl
53,2575,0.401269,CCC(=O)c1cn(CC(=O)NC[C@H]2CCCO2)c2ccccc12
54,2956,0.401269,C[C@@H]1CCCC[C@@H]1NC(=O)c1cc(C2CC2)nc2ccccc12
55,3385,0.401269,CCOC(=O)[C@@H](O)c1ccc(NC(=O)c2ccccc2Cl)c(C)c1
56,2612,0.401048,COc1cccc(CN(C(=O)CCCC(=O)N2CCCN(C(C)C)CC2)c2ccc(C)s2)c1O
57,3043,0.400381,[CH2+][C@H](C)SC[C@@H](NC(=O)COc1cc(C)c(C)c2oc(=O)cc(CC[CH2-])c12)C(=O)O
58,83,0.400000,CC1(C)Cc2c(cnn2-c2ccc(F)cc2)[C@H](NC(=O)C2CCCC2)C1
59,756,0.400000,COC(=O)c1cccc(NC(=O)C2CCN(C(=O)c3ccco3)CC2)c1
60,1415,0.400000,COc1cccc(-c2nc(C[S@+]([O-])CC(=O)NC3CCCC3)c(C)o2)c1
61,1609,0.400000,CCOC(=O)c1cnc2ccc(OCC)cc2c1N1CCN(CC)CC1
62,3602,0.400000,CCOC(=O)c1c(C)n(C)c2ccc(OC[C@H](O)CN[C@H](CC)CO)cc12
63,1319,0.399275,COc1ccc(N2CCN([C@H]3CCCC[C@H]3NS(=O)(=O)c3ccc(C)cc3)CC2)cc1
64,1047,0.398862,CCNC(=O)[C@H]1CC[C@@H](CNS(=O)(=O)c2ccc3c(c2)c(=O)n(C)c(=O)n3C)CC1
65,3055,0.398596,O=C(Cn1nnc2ccccc21)NC1CCCC1
66,3360,0.397836,O=C(CSc1nnc(CNC(=O)C(=O)N2CCc3ccccc32)o1)NC[C@@H]1CCCO1
67,64,0.397360,CCOC(=O)c1sc(NC(=O)CSc2nncn2C)nc1C
68,184,0.397360,CCCCCn1c(=O)c(C(=O)OCC)c(O)c2ccccc21
69,2082,0.397360,O=C(CN(C(=O)c1cccnc1)C1CCCCC1)N/N=C/c1ccc(O)cc1O
70,4204,0.397360,CNN(C(=O)CC1CCCCC1)c1nc2ccccc2s1
71,433,0.396264,CCOC(=O)C1=C(c2cn(C)nc2Cc2ccccc2)CCCC1
72,4252,0.395874,CCN(CC)S(=O)(=O)c1ccc(N2CCCC2)c(NC(=O)c2ccccc2OC)c1
73,3736,0.394636,O=C(NCC1CCCCC1)c1cc(COc2ccc(Cl)cc2)on1
74,4127,0.394215,CN(C)C(=O)c1ccc(C(=O)NCC(=O)OCC(=O)Nc2cccc(S(=O)(=O)N3CCCC3)c2)cc1
75,1172,0.393919,CC(C)c1ccc(Oc2cn[nH]c2[C@@H]2CCCC[C@@H]2O)cc1
76,4780,0.393919,CCC(=O)Nc1nc2ccccc2n1CC(=O)N1CCCC1
77,2376,0.393750,CCC(C)(C)NC(=O)C1CCN(Cc2cc3cc(OC)ccc3[nH]c2=O)CC1
78,1814,0.392232,Cc1cc(C)cc(N(CN2C(=O)c3ccccc3C2=O)C(=O)C2CCCC2)c1
79,2746,0.392232,CCOC(=O)NC(=O)COC(=O)c1cc(=O)c2ccccc2o1
80,4079,0.392232,CCCCCN(C)C(=O)[C@H]1CCCN(S(=O)(=O)c2ccc3ccccc3c2)C1
81,2522,0.391441,CCOc1ccccc1NC(=O)Cn1nnc(C(=O)NCC(C)C)c1N
82,2038,0.390732,Cc1cccc(C(=O)N[C@@H]2C[C@H]3CCC[C@@H](C2)N3S(=O)(=O)c2ccccc2)c1
83,3354,0.390732,CCc1cc(=O)oc2c3c(cc(OCC(=O)NCCC(=O)O)c12)OC(C)(C)CC3
84,1804,0.390567,CCOC(=O)c1cnc2c(cnn2C)c1NCC[C@@H](O)C(F)(F)F
85,2054,0.390567,O=C(NCCc1ccc(OC2CCCC2)cc1)c1ccco1
86,2243,0.390567,O=C(/C=C/c1ccco1)N[C@H](C1CCCCC1)n1ccnc1
87,2700,0.390567,O=C(NCCc1cccc(OC2CCCC2)c1)c1cccs1
88,4394,0.390567,CC(C)N(C)CCOC(=O)c1ccc2oc3c(c2c1)CCCC3
89,781,0.390095,Cc1cccc(N2CCN(S(=O)(=O)c3ccc(NC(=O)C4CCCC4)cc3)CC2)c1C
90,89,0.389872,Cc1cc2c3c([nH]c2cc1S(=O)(=O)N[C@H]1CCCC[C@@H]1C)CCCC3=O
91,2487,0.389872,CC(C)c1nc(SCC(=O)N2[C@H](C)CCC[C@@H]2C)nn1-c1ccccc1
92,3679,0.389872,Cc1ccc2c(c1)nnn2C1CCN(C(=O)NC2CCCCC2)CC1
93,1956,0.388993,C[C@]1(C(=O)N(c2ccccc2)[C@H](C(=O)NC2CCCC2)c2ccccn2)CC(=O)N=C2C=CC=CN21
94,2323,0.388689,CCN(CC)CCCn1cc(S(=O)(=O)CC(=O)N2CCC(C)CC2)c2ccccc2c1=O
95,1915,0.386790,COCCC(=O)N1CCC(n2nccc2NC(=O)c2ccccc2)CC1
96,2698,0.386790,CN(C(=S)NC(=O)/C(=C/c1cccs1)c1ccccc1)C1CCCCC1
97,393,0.386334,CCN(C(=O)c1ccc(OC2CCN(C(=O)COC)CC2)cc1)c1ccccc1
98,484,0.386334,N#C/C(=C/c1ccc(CNS(=O)(=O)c2ccccc2)o1)C(=O)NC1CCCCC1
99,3287,0.386334,CCN1CCN(C(=O)c2ccc3c(SCC(=O)O)c4c(nc3c2)CCCC4)CC1
100,2830,0.385922,CC(=O)Nc1ccccc1NC(=O)CN1CC[C-](C(=O)Nc2ccc(C(C)C)cc2)CC1.[H+]
