rank,oracle_call,score,smiles
63,9545,0.416207,COc1ccc(OC)c(-n2nnnc2SCC(=O)NCC2CCCCC2)c1
64,3315,0.415605,COC(=O)Cn1c(NC2CCCC2)nc2ccccc21
65,2586,0.414297,CCCC[C@@H](C(=O)OCC(=O)c1ccc(C(C)C)cc1)N1C(=O)c2ccccc2C1=O
66,4056,0.414297,COC(=O)c1[nH]c2ccc(Br)cc2c1NC(=O)CN1CCN(C2CCCCC2)CC1
67,700,0.413728,O=C(NCCCn1cnc2ccccc21)C1CCCC1
68,8540,0.413728,O=C(NCCn1ccc2ccccc21)C1CCCCC1
69,7145,0.413449,O=C(O)c1ccccc1N(C(=O)c1ccco1)C1CCCCC1
70,7451,0.413449,CC[C@@H]1CCCCN1CCCNC(=O)c1cc2sccc2n1C
71,474,0.413197,CC(=O)c1sc(-c2ccc([N+](=O)[O-])cc2)cc1NC(=O)C1CCCCC1
72,1875,0.413197,CCC[C@H](c1nnnn1CC(=O)OCC)N1C(=O)c2ccccc2C1=O
73,1306,0.412968,CCC(CC)c1nnc(NC(=O)[C@H]2CCCN(C(=O)Nc3ccccc3)C2)s1
74,2506,0.412968,CC[C@H](C)NC(=O)Cn1cnc2ccc(S(=O)(=O)N3CCC(C)CC3)cc2c1=O
75,5344,0.412968,O=C(O)c1cc(N2C(=O)[C@H]3CCCC[C@H]3C2=O)ccc1NCc1cccnc1
76,6232,0.412968,COC(=O)c1ccc(OC(=O)C[C@@H]2CCCCN2C(=O)c2ccccc2)cc1
77,1303,0.412568,CCOc1ccc(N(CC(=O)NC[C@H]2CCCO2)C(=O)CCC(=O)Nc2nc(C)cs2)cc1
78,10783,0.411877,CCOC(=O)N1CCC(c2cc(=O)n3[nH]ccc3n2)CC1
79,3385,0.411693,CCOC(=O)C1CCN(c2c3c(nc4ncnn24)CCC3)CC1
80,10570,0.411239,O=C(COC(=O)[C@@H](NS(=O)(=O)c1ccc(Cl)cc1)C(=O)O)N[C@H](c1ccccc1)C1CC1
81,11187,0.410264,CCOC(=O)[C@H](C)n1ncn2cccc2c1=O
82,3944,0.410051,CCOC(=O)[C@@H](O)CC(=O)Nc1nc(-c2ccc(Cl)s2)cs1
83,7518,0.409960,CCC(=O)c1cc(C)n(-c2ccc(NC(=O)CCC(=O)O)cc2)c1C
84,7722,0.409960,O=C(CCc1nnnn1C1CCCCC1)NCCn1cccn1
85,9529,0.409960,O=C(NCCCn1ccnc1)c1ccc(C2CCCCC2)cc1
86,1131,0.409878,CCOC(=O)c1cc(NC(=O)N2CCCc3cc(C)ccc32)c(C)nc1C
87,3393,0.409878,CO[C@@H](c1ccccc1)c1nnc(CCC(=O)N(C)C2CCCCC2)o1
88,1843,0.409804,COC(=O)[C@@H]1CCCCN1C(=O)c1ccc(/C(N)=N/OC(=O)c2cccs2)cc1
89,4661,0.409804,COc1cc(NC(=O)CSc2nnc(C3CCCCC3)n2C)c(OC)c(OC)c1
90,1002,0.408248,CCOC(=O)c1ccc(NC(=O)CN(CC)CC(=O)Nc2cc(Cl)ccc2C)cc1
91,2974,0.408248,CCOc1cc2[nH]c(=S)n(CCN3CCCC[C@H]3C)c(=O)c2cc1OCC
92,748,0.406777,CC(C)c1nnc(NC(=O)COc2ccc(Cl)c(NC(=O)[C@@H]3CCCN(S(C)(=O)=O)C3)c2)s1
93,1535,0.406711,O=C(NCCNS(=O)(=O)c1ccccc1COc1ccccc1)C1CCCCC1
94,145,0.406638,CC[C@H](OC(=O)c1ccccc1)C(=O)NNC(=O)c1csc2c1CCCC2
95,171,0.406638,CCn1cc(C(=O)NC2CC2)c(=O)c2cc(S(=O)(=O)N3CCCC3)cc(C)c21
96,1127,0.406638,CCc1nccn1CCC(=O)N1CCC[C@H](Nc2ccc(C(C)C)cc2)C1
97,3292,0.406638,COc1ccc2[nH]c(=O)c(CN(CCO)C(=S)NC3CCCCC3)cc2c1
98,8186,0.405322,CCO[C@@H]1OC(C(=O)N2CCCCC2)=C[C@H](c2coc3ccccc3c2=O)[C@H]1CCCO
99,4609,0.405046,CCOC(=O)[C@@H](Cc1ccc(NC(C)=O)cc1)N1C(=O)c2ccccc2C1=O
100,6535,0.405046,COc1cc(NC(=O)c2ccccc2)ccc1NC(=O)NC1CCCCC1
