rank,oracle_call,score,smiles
40,30846,0.457905,CSCC[C@@H](NC(=O)[C@@H]1CCCN(C(=O)c2ccc3ncsc3c2)C1)C(=O)O
41,16131,0.457116,CCOC(=O)Nc1ccc(OC)c(NC(=O)CCc2cn([C@H](C(=O)OCC)C(C)C)nn2)c1
42,22687,0.456832,CCOC(=O)c1c(NC(=O)c2ccn(CC)n2)sc2c1CCCC2
43,4765,0.456070,CCC(=O)Nc1c(C(=O)N(CCc2ccccc2)C2CCCCC2)cnn1C
44,7950,0.456070,CCOc1ccc2nc(SCC(=O)NNC(=O)C3CCCCC3)c(C)cc2c1
45,7991,0.456070,O=C(O)C[C@H](NC(=O)CCC1CCCCC1)c1cc(-n2cnnc2)ccc1Cl
46,28007,0.455733,COCCN(C(=O)CNC(=O)c1ccco1)[C@H](C(=O)NC1CCCC1)c1ccco1
47,13812,0.455420,CCOc1cccc([C@H](C(=O)NC2CCCCC2)N(CCO)C(=O)Cc2ccccc2)c1
48,14985,0.455129,CCCCOc1ccc(N(CC(=O)NC2CCCCC2)C(=O)CCC(=O)Nc2nccs2)cc1
49,9706,0.454859,CCC(=O)c1cn(CC(=O)NC2CCCCCC2)c2ccccc12
50,10282,0.454859,CCOC(=O)Nc1cc(C)ccc1-c1nc(C2CCCCC2)no1
51,18055,0.454545,CCOC(=O)C1CCN(C(=O)c2c(C)oc(Cl)c2C(=O)c2ccco2)CC1
52,14400,0.453990,CCOC(=O)C1CCN(C(=O)COC(=O)C/[S+]=c2/cc([O-])n(C)c3ccccc23)CC1
53,23214,0.453990,COc1cc2cc(CN(CCC(C)C)C(=O)NC3CCCCC3)c(=O)[nH]c2cc1OC
54,31555,0.452911,CCOC(=O)[C@H]1CCCN(C(=O)Cc2coc3cc(C)c(C)cc23)C1
55,35692,0.452679,CCC[C@@H](NC(=O)COC(=O)CCCSc1nc2ccccc2[nH]1)C(=O)O
56,36234,0.452267,COCCn1c(C)cc(C(=O)COc2ccc(NC(=O)NC3CCCCC3)cc2)c1C
57,24598,0.452084,C[C@@H](CCCOCCCCc1cc2cc(S(=O)(=O)NC3CCCCC3)ccc2o1)CC(=O)O
58,26721,0.452084,COc1cccc(C[C@H](C(=O)NC2CCCCCC2)N(C)C(=O)CNC(=O)c2cccs2)c1
59,15472,0.450988,CCC(=O)c1coc2ccc(OCC(=O)N[C@@H](CC(C)C)C(=O)O)cc12
60,7527,0.450835,CC(C)(C)C(=O)c1cn(CC(=O)NCC[CH-]C2CCCC2)c2ccccc12.[H+]
61,23115,0.450694,CCOC(=O)c1n[nH]c2ccc(S(=O)(=O)N(C)C[C@@H]3CCCN(CC(C)C)C3)cc12
62,9102,0.450564,COc1ccc(N(CC(=O)NC2CCCCC2)C(=O)CCC(=O)Nc2nccs2)cc1
63,36433,0.450564,CC[C@@](C)(C(=O)NC1CCCC1)N(C(=O)c1ccc(OC)cc1)C(=O)c1ccccc1F
64,8301,0.449089,CCCC(=O)n1nc(C2CCCCC2)nc1NCc1ccc(C)cc1
65,2439,0.449013,CCc1nc(SCC(=O)NC2CCCCCC2)c2c(=O)n(C)c(=O)n(C)c2n1
66,36341,0.448819,CSCC[C@@H](NS(=O)(=O)c1ccc(NC(=O)c2cccs2)cc1)C(=O)OCC(=O)N1CCCC1
67,12340,0.447214,CC[C@H](C(=O)NC1CCCC1)N(C(=O)c1cccc(F)c1)C(=O)c1ncn2c1CCCC2
68,23011,0.447214,Cc1ccccc1N(C(=O)c1cccs1)[C@H](CC(C)C)C(=O)NC1CCCC1
69,37152,0.447214,COc1ccc([C@H](C(=O)NC2CCCCC2)N(CCO)C(=O)Cc2cccs2)cc1OC
70,4238,0.445625,CC(C)OCCCNC(=O)/C=C/c1cn(C2CCCCC2)nc1-c1cccc(S(=O)(=O)N(C)C)c1
71,17597,0.445566,COCCN(C(=O)CCC(=O)Nc1nccs1)[C@@H](C(=O)NC1CCCC1)c1ccccc1
72,1318,0.445435,C[C@@H](C(=O)NCC(=O)NC1CCCCC1)n1nc(-c2ccccc2)ccc1=O
73,13930,0.445435,COC(=O)c1[nH]c2ccccc2c1NC(=O)[C@@H](C)NC(=O)[C@H]1CCCN1C(C)=O
74,3543,0.443937,CCOC(=O)C1CCN(C(=O)CC[C@H](NS(=O)(=O)c2ccc(Cl)cc2)c2ccccc2)CC1
75,26412,0.443937,COc1ccc([C@@H](NC(=O)C2CCCCC2)c2ccc(OCC(=O)O)c(OC)c2)cc1OC
76,30549,0.443937,CCOC(=O)C1=C(c2ccccc2)NC=C(C(=O)NC2CCCCC2)[C@@H]1c1ccccc1
77,35329,0.443937,CCOC(=O)c1c(C)[nH]c(C)c1C(=O)COC(=O)[C@@H]1CCCN1S(=O)(=O)c1ccc(OC)cc1
78,3669,0.443813,CCOC(=O)C1CCN(C(=O)c2oc3ccc(S(=O)(=O)N4CCCC4)cc3c2C)CC1
79,942,0.443678,COCCC(=O)Nc1ccc(-c2nnn(CC(=O)NC3CCCCC3)n2)cc1
80,5438,0.443678,CCOc1ccccc1/C=C(/NC(=O)c1ccco1)C(=O)NC1CCCCC1
81,29830,0.443375,C[C@H](OC(=O)CSc1nc2ccccc2s1)C(=O)NC1CCCC1
82,31939,0.443375,CCOC(=O)c1c(-c2ccc(C)o2)csc1NC(=O)C(=O)NC1CC1
83,8147,0.443203,CCN(CC)C(=O)n1c(C2CCCCC2)nc2ccccc21
84,2657,0.442141,CC[C@@H](C(=O)NC1CCCC1)N(C(=O)CNC(=O)c1ccccc1)c1ccc(F)cc1
85,8618,0.442141,CCCCOc1cccc([C@@H]2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2C2CCCC2)c1
86,25115,0.442141,CC(C)[C@@H](NC(=O)c1cc(S(=O)(=O)N(C)c2ccccc2)cn1C)C(=O)NC1CCCC1
87,25340,0.441942,CCCCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C(=O)C(C)C)CC3)cc21
88,5382,0.441726,COc1ccc(-c2onc(CCC(C)C)c2NC(=O)C2CCCC2)cc1Br
89,31863,0.441726,CCOC(=O)[C@@H]1CCCN(C(=S)NC(=O)c2cc3ccccc3oc2=O)C1
90,817,0.441237,CCCC(=O)n1nc(-c2ccco2)nc1NC1CCCCC1
91,8738,0.440732,CC(C)C[C@H](OC(=O)c1ccc(S(=O)(=O)Nc2ccc(F)cc2)cc1)C(=O)NC1CCCCC1
92,13860,0.440225,COCCN(C(=O)c1csnn1)[C@H](C(=O)NC1CCCCC1)c1ccc(C)cc1
93,15350,0.440225,CCOC(=O)[C@@H]1CCCN(C(=O)C2CCN(c3ncnc4c(C)csc34)CC2)C1
94,30528,0.440225,COc1ccc(OC)c(C[C@H](NC(=O)c2cccs2)C(=O)NC2CCCCC2)c1
95,37093,0.440225,CCOC(=O)C1CCN(C(=O)c2ccc(S(=O)(=O)Nc3onc(C)c3C)cc2)CC1
96,5966,0.439941,Cc1ccc(-c2nc(N)sc2CC(=O)OCC(=O)NC2CCCCC2)cc1
97,10762,0.439941,CCOc1cc(S(=O)(=O)NC2CCCCC2)c(OCC)cc1-n1cnnn1
98,29573,0.439941,O=C(O)c1ccc(NC(=O)c2ccco2)c(NC(=O)C2CCCCCC2)c1
99,8558,0.439633,Cc1c(C(=O)OCC(=O)NC2CCCC2)sc(=S)n1-c1ccccc1
100,28924,0.439633,CCOc1ccc2nc(SCC(=O)N3CCC(C(=O)O)CC3)sc2c1
