rank,oracle_call,score,smiles
36,4806,0.783470,Nn1c(CCc2ccccc2)nnc1SCC(=O)NCC(=O)c1ccncc1
37,6399,0.782542,Cn1c(=O)oc2cc(S(=O)(=O)N(CC(=O)NN)/N=C/c3ccccc3)ccc21
38,8550,0.782542,[H]/N=[NH+]\C(=O)/C=[C-]/C/[S+]=c1\[n-]nc(COc2cccc3ccccc23)n1N
39,2071,0.780987,C[c-]1[cH+][cH-][c+](-[c-]2[n-][c+]3[n-][cH+]n([S+2]([O-])([O-])[c+]4[cH-][cH+][cH-][cH+][cH-]4)[c+]([O-])[c+]3[n-]2)o1
40,6953,0.780886,NS(=O)(=O)c1ccc(-n2c3nc(=O)[nH]c(=O)c-3cn(CC(=O)N3CCCc4ccccc43)c2=O)cc1
41,5192,0.780645,Cn1c(=O)oc2cc(S(=O)(=O)N[C@H](Cc3ccccc3)C(=O)NN)ccc21
42,4843,0.780131,Nn1c(SCC(=O)N(Cc2ccccc2)c2ccccn2)nncc1=O
43,7079,0.779880,Nn1cnnc1SCC(=O)Nc1cccc2cccnc12
44,1704,0.779237,C[c+]1[cH+][c-](C)[n-][c+]2[n-][c+](SC[C-]([O-])N[C+]3[C+]([O-])n4[cH+][cH+][cH-][n-][c+]4[C-]3C)[n-]n12
45,6566,0.779237,NS(=O)(=O)c1ccc(NC(=O)CN2CCN(C(=O)c3cccs3)CC2)cc1
46,7572,0.778979,NC(=O)CNCC(=O)Nc1ccc(Oc2ccccn2)cc1
47,4599,0.778944,Nn1c(COC(=O)CC/N=C2\NS(=O)(=O)c3ccccc32)nc2ccccc2c1=O
48,6637,0.778678,CN(CC(=O)NCCc1ccc(S(N)(=O)=O)cc1)S(=O)(=O)c1ccc2c(c1)c(=O)n(C)c(=O)n2C
49,8355,0.778405,Nc1n/c(=[S+]\CC(=O)Nc2cccc(S(N)(=O)=O)c2)[nH]c([O-])c1-c1ccccc1
50,8769,0.778217,NS(=O)(=O)c1ccc(NC(=O)CN2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)cc1
51,4027,0.777616,[CH2+]CCCN(CN[C][C-]([CH+][C][S+2](N)([O-])[O-])[c+]1[n-][c+]2[n-][cH+][cH-][cH+][c-]2o1)[c+]1[n-][cH+][cH+][cH-][n-]1
52,7285,0.777253,CN(CC(=O)NCc1ccco1)S(=O)(=O)c1ccc2c(c1)NC(=O)CO2
53,9194,0.777050,NS(=O)(=O)c1ccc(CCNC(=O)CN2CCN(c3ccc(O)cc3)CC2)cc1
54,1564,0.776555,CSc1ccccc1NC(=O)C/[S+]=c1\nc2[nH]ncc2c([O-])[nH]1
55,1414,0.776396,C[c-]1[cH+][c-]2[c+]([cH-][cH+][c-]3[n-][c+](CN[C+]([O-])CN4[C+]([O-])[c+]5[cH-][cH+][cH-][cH+][c-]5[S+2]4([O-])[O-])[cH+][c-]32)s1
56,8967,0.776299,Cn1nc(C(=O)OCC(=O)Nc2ccc([N+](=O)[O-])cc2S(N)(=O)=O)c2ccccc2c1=O
57,4728,0.776154,N[S@@](=O)([O-])=C=C(C=C=[N+]=NS(=O)(=O)c1ccccc1)C(=O)Nc1ccc(N2CCOCC2)nc1
58,7221,0.776021,[O-][C+](N[C][CH+][c-]1[cH+]n(-[c-]2[cH+][cH-][cH+][cH-][cH+]2)[n-][c+]1-[c-]1[cH+][cH-][cH+]s1)NCCN[C-]([O-])CN[C+]([O-])[C+]1[CH+][CH-][CH+]O1
59,4263,0.775895,Nn1c(SCC(=O)Nc2cccc(S(=O)(=O)N3CCOCC3)c2)nnc1-c1ccccc1
60,9496,0.775841,NS(=O)(=O)c1cn(-c2cccc(-c3nc4ccccc4[nH]c3=O)n2)cn1
61,5527,0.775707,Nn1cnnc1SCC(=O)N1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1
62,3764,0.775489,NS(=O)(=O)c1ccc(NC(=O)Cn2nc(-c3ccccc3)ccc2=O)cc1
63,5771,0.775269,Nn1c(SCC(=O)NNC(=O)Cc2ccccc2)nc2cc(Cl)ccc2c1=O
64,5564,0.775194,NNC(=O)CN(CC(=O)Nc1ccccc1C(=O)O)Cc1cccs1
65,1915,0.775089,C=C([O-])Nc1cc(S(=O)(=O)N2CCN(c3cccnc3)CC2)ccc1/[NH+]=C\C
66,6365,0.775089,NS(=O)(=O)c1ccc(NC(=O)Cn2cnc3ccc(S(N)(=O)=O)cc3c2=O)cc1
67,7196,0.774752,Nc1ccc(OCC(=O)Nc2cccc(S(=O)(=O)N3CCOCC3)c2)cc1
68,6282,0.774515,N[c-]1[n-][n-]n(C[C+]([O-])N[N-][CH+][c+]2[cH+][c+]3[cH+][cH-][cH+][cH-][c+]3[n-][c+]2[S-])[n-]1
69,2337,0.774515,COc1cc(/C=N\NC(=O)Cn2nnc3ccccc32)ccc1O
70,4763,0.774507,NN(c1cccc2cccnc12)S(=O)(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1
71,6531,0.774376,COc1ccc(C)cc1NS(=O)(=O)c1ccc[c-]c1NN=C1C(=O)NC(=O)NC1=O.[H+]
72,6710,0.773519,NS(=O)(=O)c1ccc2ccccc2c1NC(=O)Cn1cnc([N+](=O)[O-])c1
73,5807,0.773177,NNC(=O)[C@H](CCc1ccccn1)NC(=O)CNC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccccc1
74,2921,0.773055,CCN(CCO)C(CO)N[C-]([O-])[c+]1[cH-][c+]([CH+][c-]2[cH+][cH-][cH+][cH-][cH+]2)[c+]([O-])n(C[c+]2[cH-][cH+][cH-][cH+][cH-]2)[n-]1
75,5794,0.773055,[CH2-]C[S+2]([O-])([O-])CCN[c+]1[cH-][cH+][c+]([N-][C]NN)[c+]2[n-][n-]n([S+2]([O-])([O-])[c+]3[cH-][cH+][cH-][cH+][cH-]3)[c+]12.[H+]
76,7633,0.773055,Nn1[c-][n+](-c2ccccc2)[n-]/c1=[S+]/CC(=O)Nc1ncccn1
77,2640,0.772938,Cc1ccccc1-c1nc(CS(=O)(=O)CC(=O)NCCN2CCOCC2)c(C)o1
78,4702,0.772414,NS(=O)(=O)c1ccc(CCNC(=O)[C@H]2CCCN2S(=O)(=O)c2cccc3nonc23)cc1
79,3564,0.772330,O=C(NNc1cnc2ccccc2n1)C(=O)Nc1ccc(S(=O)(=O)N2CCCC2)cc1
80,5401,0.771609,CN(C)S(=O)(=O)c1cccc(NC(=O)CSc2nc(N)cc(N)n2)c1
81,6571,0.771609,Nc1nc(N)c([N+](=O)[O-])c(N2CCN(Cc3ccccc3)CC2)n1
82,8142,0.771529,NS(=O)(=O)c1ccc(NC(=O)CSc2ncccn2)cc1
83,9494,0.771141,[H+].[N-2][C][C+]1[C+]([O-])NC2([O-])C3C[N-][CH+]C[N+]32[C+]1N1CCN([c+]2[cH-][cH+][cH-][c+]3[cH-][n-][cH+][cH+][c-]23)CC1
84,4414,0.770946,Nn1c(SCn2nnc3ccccc3c2=O)nnc1-c1ccncc1
85,5412,0.770946,Nn1c(SCn2nnc3ccccc3c2=O)nnc1-c1cccnc1
86,9224,0.770930,NS(=O)(=O)c1ccc(Nc2nc3ccccc3c(=O)[nH]2)cc1
87,7130,0.770833,Nc1ncc(NC(=O)N2C[C@H]2c2ccccn2)cc1S(N)(=O)=O
88,9263,0.770725,NS(=O)(=O)c1cccc(NC(=O)CSc2nnnn2Cc2ccccc2)c1
89,7932,0.770719,Nc1nonc1-n1nnc(C(=O)N/N=C/c2ccccn2)c1-c1ccccc1
90,3048,0.770319,CO/C([O-])=C1\C=C[S+]=C1NC(=O)CN(c1cccc2cccnc12)S(C)(=O)=O
91,7205,0.769841,N[C-]([O-])CO[C][N-]n1[cH+][n-][c+]([O-])[c+]2[cH+][cH+][cH+][cH-][c+]21
92,5262,0.769556,NS(=O)(=O)NC[C@@H](c1cccc2ncccc12)N1CCN(CCO)CC1
93,4992,0.769398,NS(=O)(=O)c1ccc(-n2nnnc2SCC(=O)Nc2ccccc2)cc1
94,7897,0.769398,NS(=O)(=O)c1cccc(NC(=O)CSc2nnnn2-c2ccccc2)c1
95,3631,0.769069,CS(=O)(=O)N(CC(=O)Nc1cccnc1)c1ccc2c(c1)OCO2
96,7969,0.768968,COCCN[C-]([O-])C[SH+][c+]1[n-][c+](O)[cH-][c+]([O-])n1-[c+]1[n-][c+]2[cH-][cH+][cH-][cH+][c-]2[n-][c+]1N
97,7918,0.768932,NS(=O)(=O)c1cccc(NC(=O)Cn2nnc(-c3cccc(S(=O)(=O)N4CCCCCC4)c3)n2)c1
98,7062,0.768756,NS(=O)(=O)c1ccc(Nc2nc3ccc[c-]c3n3nnnc23)cc1.[H+]
99,7694,0.768756,NS(=O)(=O)c1cccc(NC(=O)COC(=O)COc2ccccc2)c1
100,8559,0.768756,N/C(=N\c1ccc2c(c1)NC(=O)CO2)Nc1cccc(S(N)(=O)=O)c1
